x,y,z
935.2511101,1537.954928,-299994.6
975.0604417,1509.993216,-299994.6152
1011.164239,1476.800722,-299994.661
1043.211395,1438.657051,-299994.7366
1070.875227,1395.870545,-299994.8412
1093.855669,1348.776255,-299994.9738
1111.88128,1297.733745,-299995.1326
1124.711081,1243.124735,-299995.3161
1132.136193,1185.350612,-299995.522
1133.981266,1124.829806,-299995.748
1130.105695,1061.99507,-299995.9917
1120.404618,997.2906581,-299996.2502
1104.809676,931.1694444,-299996.5205
1083.289547,864.0899783,-299996.7997
1055.850234,796.5135115,-299997.0846
1022.535122,728.9010081,-299997.3719
983.4247868,661.710159,-299997.6583
938.6365708,595.3924204,-299997.9408
888.3239191,530.3900939,-299998.2159
832.6754848,467.133469,-299998.4807
771.9140076,406.0380447,-299998.7321
706.2949729,347.5018489,-299998.9673
636.105061,291.9028727,-299999.1836
561.6603944,239.5966365,-299999.3786
483.3045964,190.9139026,-299999.5499
401.4066723,146.1585503,-299999.6959
316.3587273,105.6056256,-299999.8146
228.5735349,69.49958037,-299999.9049
138.4819724,38.05270929,-299999.9656
46.53033959,11.44379747,-299999.9962
-46.82242222,-10.18301433,-299999.9962
-141.1075936,-26.719139,-299999.9656
-235.849603,-38.09222094,-299999.9049
-330.5689982,-44.26657849,-299999.8146
-424.7854429,-45.24340771,-299999.6959
-518.0207198,-41.06074656,-299999.5499
-609.8017213,-31.79319948,-299999.3786
-699.6634071,-17.5514243,-299999.1836
-787.1517119,1.518615269,-299998.9673
-871.8263827,25.23662664,-299998.7321
-953.2637281,53.38918864,-299998.4807
-1031.059263,85.73116726,-299998.2159
-1104.830229,121.9873377,-299997.9408
-1174.217979,161.8542025,-299997.6583
-1238.890204,205.0019933,-299997.3719
-1298.542995,251.0768442,-299997.0846
-1352.902721,299.7031227,-299996.7997
-1401.727715,350.4859017,-299996.5205
-1444.809758,403.0135583,-299996.2502
-1481.97534,456.8604826,-299995.9917
-1513.086713,511.5898774,-299995.748
-1538.042702,566.7566321,-299995.522
-1556.779291,621.9102525,-299995.3161
-1569.269969,676.5978262,-299995.1326
-1575.525832,730.3670059,-299994.9738
-1575.595456,782.7689904,-299994.8412
-1569.564513,833.3614847,-299994.7366
-1557.555171,881.7116192,-299994.661
-1539.725242,927.3988107,-299994.6152
-1516.267115,970.0175446,-299994.6
-1487.40646,1009.180063,-299994.6152
-1453.400729,1044.518938,-299994.661
-1414.537446,1075.689518,-299994.7366
-1371.132309,1102.372225,-299994.8412
-1323.527114,1124.274695,-299994.9738
-1272.087509,1141.133745,-299995.1326
-1217.200602,1152.717146,-299995.3161
-1159.27243,1158.82521,-299995.522
-1098.725306,1159.292158,-299995.748
-1035.995071,1153.987271,-299995.9917
-971.528253,1142.815829,-299996.2502
-905.779163,1125.719798,-299996.5205
-839.2069452,1102.678301,-299996.7997
-772.272595,1073.707842,-299997.0846
-705.4359695,1038.862285,-299997.3719
-639.1528069,998.2326058,-299997.6583
-573.8717752,951.9463913,-299997.9408
-510.0315686,900.1671155,-299998.2159
-448.0580708,843.0931775,-299998.4807
-388.3616028,780.9567173,-299998.7321
-331.3342737,714.0222146,-299998.9673
-277.3474509,642.5848794,-299999.1836
-226.7493667,566.9688453,-299999.3786
-179.8628758,487.5251758,-299999.5499
-136.9833789,404.6296978,-299999.6959
-98.3769253,318.6806757,-299999.8146
-64.27850738,230.0963407,-299999.9049
-34.89055672,139.3122909,-299999.9656
-10.38165289,46.7787803,-299999.9962
9.1145477,-47.0420878,-299999.9962
23.50015559,-141.6792435,-299999.9656
32.7136595,-236.6555915,-299999.9049
36.73030084,-331.4909916,-299999.8146
35.56220937,-425.7052592,-299999.6959
29.25829896,-518.8211667,-299999.5499
17.90392414,-610.3674273,-299999.3786
1.620299887,-699.8816403,-299999.1836
-19.43631193,-786.9131805,-299998.9673
-45.07564389,-871.0260129,-299998.7321
-75.07468555,-951.8014144,-299998.4807
-109.179159,-1028.840584,-299998.2159
-147.1051981,-1101.767129,-299997.9408
-188.5412198,-1170.229402,-299997.6583
-233.149977,-1233.902688,-299997.3719
-280.5707775,-1292.491211,-299997.0846
-330.4218574,-1345.729961,-299996.7997
-382.3028908,-1393.386326,-299996.5205
-435.7976218,-1435.261508,-299996.2502
-490.4766011,-1471.191732,-299995.9917
-545.9000089,-1501.049228,-299995.748
-601.6205472,-1524.742979,-299995.522
-657.1863811,-1542.21924,-299995.3161
-712.1441122,-1553.461817,-299995.1326
-766.041763,-1558.492101,-299994.9738
-818.4317542,-1557.36887,-299994.8412
-868.8738557,-1550.187843,-299994.7366
-916.9380909,-1537.081009,-299994.661
-962.2075779,-1518.215714,-299994.6152
-1004.281287,-1493.793526,-299994.6
-1042.776697,-1464.048885,-299994.6152
-1077.332336,-1429.24754,-299994.661
-1107.610186,-1389.684785,-299994.7366
-1133.29794,-1345.683511,-299994.8412
-1154.111088,-1297.592081,-299994.9738
-1169.794839,-1245.782039,-299995.1326
-1180.125838,-1190.645678,-299995.3161
-1184.913689,-1132.593477,-299995.522
-1184.002269,-1072.051413,-299995.748
-1177.270817,-1009.458189,-299995.9917
-1164.634797,-945.2623724,-299996.2502
-1146.046537,-879.9194794,-299996.5205
-1121.495614,-813.8890096,-299996.7997
-1091.009022,-747.6314634,-299997.0846
-1054.651079,-681.6053526,-299997.3719
-1012.52311,-616.2642264,-299997.6583
-964.7628843,-552.0537323,-299997.9408
-911.5438181,-489.4087296,-299998.2159
-853.0739538,-428.7504754,-299998.4807
-789.5947116,-370.4839002,-299998.7321
-721.3794282,-314.994991,-299998.9673
-648.7316908,-262.6482992,-299999.1836
-571.9834758,-213.7845885,-299999.3786
-491.4931048,-168.7186386,-299999.5499
-407.6430318,-127.7372185,-299999.6959
-320.8374742,-91.09724307,-299999.8146
-231.4999036,-59.02412331,-299999.9049
-140.0704136,-31.71032281,-299999.9656
-47.00297883,-9.314128211,-299999.9962
47.23737473,8.04135763,-299999.9962
142.177471,20.2689937,-299999.9656
237.338938,27.31814484,-299999.9049
332.2411964,29.17498843,-299999.8146
426.4044621,25.86258162,-299999.6959
519.3527447,17.44068882,-299999.5499
610.6168224,4.005370452,-299999.3786
699.7371735,-14.31166421,-299999.1836
786.2668467,-37.34393611,-299998.9673
869.7742511,-64.89130158,-299998.7321
949.8458483,-96.72127647,-299998.4807
1026.088729,-132.5705708,-299998.2159
1098.13306,-172.1468241,-299997.9408
1165.634377,-215.1305294,-299997.6583
1228.275726,-261.1771353,-299997.3719
1285.769619,-309.9193106,-299997.0846
1337.859804,-360.9693575,-299996.7997
1384.322842,-413.9217589,-299996.5205
1424.969463,-468.3558417,-299996.2502
1459.645708,-523.8385396,-299995.9917
1488.233853,-579.9272385,-299995.748
1510.653087,-636.1726843,-299995.522
1526.859964,-692.1219359,-299995.3161
1536.848614,-747.3213436,-299995.1326
1540.650712,-801.319534,-299994.9738
1538.335208,-853.6703819,-299994.8412
1530.007818,-903.9359499,-299994.7366
1515.810285,-951.6893775,-299994.661
1495.9194,-996.5177,-299994.6152
1470.545807,-1038.02458,-299994.6
1439.932595,-1075.832932,-299994.6152
1404.353671,-1109.587427,-299994.661
1364.111946,-1138.956857,-299994.7366
1319.537339,-1163.636345,-299994.8412
1270.984596,-1183.349386,-299994.9738
1218.830966,-1197.849711,-299995.1326
1163.473726,-1206.922952,-299995.3161
1105.32758,-1210.388109,-299995.522
1044.82195,-1208.098794,-299995.748
982.3981742,-1199.944264,-299995.9917
918.5066283,-1185.850217,-299996.2502
853.6037949,-1165.77936,-299996.5205
788.1492921,-1139.731734,-299996.7997
722.6028865,-1107.744808,-299997.0846
657.4215071,-1069.89332,-299997.3719
593.0562791,-1026.288895,-299997.6583
529.9495984,-977.0794079,-299997.9408
468.5322641,-922.448131,-299998.2159
409.2206885,-862.6126413,-299998.4807
352.4142015,-797.8235139,-299998.7321
298.4924684,-728.3628012,-299998.9673
247.8130352,-654.5423098,-299999.1836
200.7090206,-576.7016871,-299999.3786
157.4869662,-495.2063273,-299999.5499
118.4248609,-410.4451129,-299999.6959
83.77035149,-322.8280049,-299999.8146
53.73915116,-232.7834963,-299999.9049
28.51365564,-140.7559476,-299999.9656
8.241776673,-47.20281899,-299999.9962
-6.964000286,47.40818183,-299999.9962
-17.02732779,142.6020177,-299999.9656
-21.90847309,237.8992882,-299999.9049
-21.60455666,332.8192237,-299999.8146
-16.1495511,426.8826893,-299999.6959
-5.614040384,519.6151784,-299999.5499
9.895258944,610.5497774,-299999.3786
30.23621157,699.2300818,-299999.1836
55.23220753,785.2130456,-299998.9673
84.67333063,868.0717458,-299998.7321
118.3177435,947.3980433,-299998.4807
155.8932806,1022.805124,-299998.2159
197.0992383,1093.929905,-299997.9408
241.6083517,1160.435285,-299997.6583
289.0689437,1222.012234,-299997.3719
339.107234,1278.381702,-299997.0846
391.3297923,1329.296328,-299996.7997
445.3261203,1374.541961,-299996.5205
500.6713454,1413.938955,-299996.2502
556.9290092,1447.343252,-299995.9917
613.6539323,1474.647231,-299995.748
670.3951374,1495.780329,-299995.522
726.6988121,1510.709423,-299995.3161
782.1112904,1519.43897,-299995.1326
836.1820369,1522.010911,-299994.9738
888.4666116,1518.504334,-299994.8412
938.5295971,1509.034897,-299994.7366
985.9474698,1493.754022,-299994.661
1030.311396,1472.847855,-299994.6152
1071.229937,1446.536008,-299994.6
1108.331638,1415.070089,-299994.6152
1141.267497,1378.732023,-299994.661
1169.713287,1337.832184,-299994.7366
1193.371719,1292.707342,-299994.8412
1211.974436,1243.718448,-299994.9738
1225.28382,1191.248259,-299995.1326
1233.094603,1135.698827,-299995.3161
1235.23527,1077.488869,-299995.522
1231.569246,1017.051029,-299995.748
1221.995865,954.8290512,-299995.9917
1206.451094,891.2748862,-299996.2502
1184.908041,826.845747,-299996.5205
1157.377211,762.0011316,-299996.7997
1123.906527,697.1998349,-299997.0846
1084.581111,632.8969659,-299997.3719
1039.522825,569.5409921,-299997.6583
988.8895794,507.5708285,-299997.9408
932.8744033,447.4129909,-299998.2159
871.7042968,389.4788309,-299998.4807
805.63886,334.1618712,-299998.7321
734.9687144,281.8352579,-299998.9673
660.0137251,232.849347,-299999.1836
581.1210341,187.5294393,-299999.3786
498.6629188,146.1736793,-299999.5499
413.0344889,109.0511319,-299999.6959
324.6512363,76.40004758,-299999.8146
233.9464535,48.42632975,-299999.9049
141.3685376,25.30221184,-299999.9656
47.37819722,7.165153995,-299999.9962
-47.55442056,-5.883033985,-299999.9962
-142.9526638,-13.77683781,-299999.9656
-238.3363518,-16.4874477,-299999.9049
-333.224774,-14.02292875,-299999.8146
-427.1396929,-6.428151386,-299999.6959
-519.6083318,6.215517414,-299999.5499
-610.166327,23.79076032,-299999.3786
-698.3606278,46.14508961,-299999.1836
-783.7523234,73.09185595,-299998.9673
-865.9193795,104.4114794,-299998.7321
-944.4592679,139.8528947,-299998.4807
-1018.99147,179.1352017,-299998.2159
-1089.159842,221.9495098,-299997.9408
-1154.63482,267.9609653,-299997.6583
-1215.115459,316.8109479,-299997.3719
-1270.331288,368.1194218,-299997.0846
-1320.043969,421.4874281,-299996.7997
-1364.048749,476.4997002,-299996.5205
-1402.175701,532.7273861,-299996.2502
-1434.290738,589.7308612,-299995.9917
-1460.296402,647.0626119,-299995.748
-1480.132413,704.2701715,-299995.522
-1493.775987,760.8990909,-299995.3161
-1501.241906,816.4959234,-299995.1326
-1502.582358,870.611205,-299994.9738
-1497.886525,922.8024111,-299994.8412
-1487.279949,972.6368697,-299994.7366
-1470.92365,1019.694614,-299994.661
-1449.013035,1063.571154,-299994.6152
-1421.776569,1103.880151,-299994.6
-1389.474251,1140.255973,-299994.6152
-1352.395875,1172.356127,-299994.661
-1310.859117,1199.863535,-299994.7366
-1265.207426,1222.488651,-299994.8412
-1215.807768,1239.971404,-299994.9738
-1163.04821,1252.08295,-299995.1326
-1107.335373,1258.627227,-299995.3161
-1049.09177,1259.442294,-299995.522
-988.7530413,1254.401462,-299995.748
-926.7651069,1243.414189,-299995.9917
-863.5812584,1226.426751,-299996.2502
-799.6592025,1203.422667,-299996.5205
-735.4580792,1174.422899,-299996.7997
-671.4354733,1139.485803,-299997.0846
-608.0444383,1098.706838,-299997.3719
-545.7305516,1052.218043,-299997.6583
-484.9290201,1000.187278,-299997.9408
-426.0618548,942.8172319,-299998.2159
-369.5351337,880.3442087,-299998.4807
-315.736368,813.0366995,-299998.7321
-265.0319918,741.1937446,-299998.9673
-217.7649892,665.1431013,-299999.1836
-174.2526745,585.2392265,-299999.3786
-134.7846408,501.861088,-299999.5499
-99.62088929,415.4098179,-299999.6959
-68.99015084,326.3062237,-299999.8146
-43.08841234,234.9881726,-299999.9049
-22.07765566,141.9078661,-299999.9656
-6.084818118,47.52902262,-299999.9962
4.799018917,-47.67601516,-299999.9962
10.51920825,-143.2292275,-299999.9656
11.05787802,-238.6499023,-299999.9049
6.434033735,-333.4576371,-299999.8146
-3.296579588,-427.1753399,-299999.6959
-18.04185414,-519.3322083,-299999.5499
-37.6739326,-609.4666698,-299999.3786
-62.03005386,-697.1292622,-299999.1836
-90.91362595,-781.8854369,-299998.9673
-124.095519,-863.3182675,-299998.7321
-161.3155699,-941.0310451,-299998.4807
-202.2842895,-1014.649744,-299998.2159
-246.6847603,-1083.825344,-299997.9408
-294.1747134,-1148.235988,-299997.6583
-344.3887709,-1207.588974,-299997.3719
-396.9408389,-1261.622551,-299997.0846
-451.4266364,-1310.107524,-299996.7997
-507.4263434,-1352.848647,-299996.5205
-564.5073512,-1389.685797,-299996.2502
-622.2270969,-1420.494931,-299995.9917
-680.1359641,-1445.188803,-299995.748
-737.7802314,-1463.717447,-299995.522
-794.7050487,-1476.06843,-299995.3161
-850.4574234,-1482.266853,-299995.1326
-904.5891959,-1482.375121,-299994.9738
-956.6599863,-1476.492466,-299994.8412
-1006.240093,-1464.754246,-299994.7366
-1052.913322,-1447.331002,-299994.661
-1096.279737,-1424.427293,-299994.6152
-1135.9583,-1396.280323,-299994.6
-1171.589392,-1363.158344,-299994.6152
-1202.837207,-1325.358874,-299994.661
-1229.391977,-1283.206722,-299994.7366
-1250.972053,-1237.05184,-299994.8412
-1267.325781,-1187.26702,-299994.9738
-1278.233213,-1134.245435,-299995.1326
-1283.507591,-1078.398065,-299995.3161
-1282.996637,-1020.151001,-299995.522
-1276.583609,-959.9426518,-299995.748
-1264.18814,-898.2208848,-299995.9917
-1245.766836,-835.4400966,-299996.2502
-1221.313642,-772.0582504,-299996.5205
-1190.859966,-708.53389,-299996.7997
-1154.474564,-645.3231533,-299997.0846
-1112.263182,-582.8768036,-299997.3719
-1064.36797,-521.637297,-299997.6583
-1010.96665,-462.0359067,-299997.9408
-952.2714639,-404.4899206,-299998.2159
-888.5278995,-349.3999321,-299998.4807
-820.0131988,-297.1472407,-299998.7321
-747.0346658,-248.0913782,-299998.9673
-669.9277802,-202.567779,-299999.1836
-589.0541303,-160.8856067,-299999.3786
-504.7991777,-123.3257529,-299999.5499
-417.5698689,-90.13902013,-299999.6959
-327.7921092,-61.54450131,-299999.8146
-235.9081136,-37.72816521,-299999.9049
-142.3736537,-18.84165817,-299999.9656
-47.65521705,-5.001328903,-299999.9962
47.7729026,3.712516853,-299999.9962
143.4315655,7.256127318,-299999.9656
238.8397771,5.622577815,-299999.9049
333.5176924,-1.158195591,-299999.8146
426.9896116,-13.01960217,-299999.6959
518.7869512,-29.85884104,-299999.5499
608.4511686,-51.5375811,-299999.3786
695.536623,-77.88287226,-299999.1836
779.6133537,-108.6882818,-299998.9673
860.2697578,-143.7152485,-299998.7321
937.1151514,-182.6946464,-299998.4807
1009.782196,-225.3285474,-299998.2159
1077.929174,-271.2921712,-299997.9408
1141.242105,-320.2360113,-299997.6583
1199.436679,-371.7881213,-299997.3719
1252.260003,-425.5565493,-299997.0846
1299.492142,-481.1319017,-299996.7997
1340.947457,-538.090023,-299996.5205
1376.475716,-595.9947716,-299996.2502
1405.962981,-654.4008756,-299995.9917
1429.332263,-712.8568492,-299995.748
1446.543938,-770.9079512,-299995.522
1457.59593,-828.0991663,-299995.3161
1462.523645,-883.9781907,-299995.1326
1461.399672,-938.0984013,-299994.9738
1454.333244,-990.0217913,-299994.8412
1441.469464,-1039.321851,-299994.7366
1422.988302,-1085.586378,-299994.661
1399.10337,-1128.420195,-299994.6152
1370.060482,-1167.447761,-299994.6
1336.136008,-1202.315659,-299994.6152
1297.635032,-1232.69494,-299994.661
1254.889331,-1258.283312,-299994.7366
1208.255177,-1278.807163,-299994.8412
1158.110993,-1294.023392,-299994.9738
1104.854859,-1303.721057,-299995.1326
1048.901899,-1307.722804,-299995.3161
990.6815578,-1305.886092,-299995.522
930.6347908,-1298.104191,-299995.748
869.2111774,-1284.306949,-299995.9917
806.8659845,-1264.461327,-299996.2502
744.0571943,-1238.571696,-299996.5205
681.2425171,-1206.679894,-299996.7997
618.8764074,-1168.865041,-299997.0846
557.4071045,-1125.243118,-299997.3719
497.2737142,-1075.966309,-299997.6583
438.9033523,-1021.222108,-299997.9408
382.7083673,-961.2322001,-299998.2159
329.0836609,-896.2511283,-299998.4807
278.4041226,-826.5647424,-299998.7321
231.022196,-752.4884509,-299998.9673
187.265592,-674.3652822,-299999.1836
147.435163,-592.5637683,-299999.3786
111.8029537,-507.4756651,-299999.5499
80.6104382,-419.5135226,-299999.6959
54.06695756,-329.108123,-299999.8146
32.34836621,-236.7057999,-299999.9049
15.59589636,-142.7656589,-299999.9656
3.915247848,-47.7567151,-299999.9962
-2.624090849,47.84503267,-299999.9962
-3.989286042,143.5595728,-299999.9656
-0.184363817,238.905878,-299999.9049
8.749824704,333.4049086,-299999.8146
22.73587761,426.5826043,-299999.6959
41.66035417,517.9728429,-299999.5499
65.37452127,607.1203495,-299999.3786
93.69532939,693.5835357,-299999.1836
126.406612,776.9372512,-299998.9673
163.2605004,856.7754302,-299998.7321
203.9790451,932.7136163,-299998.4807
248.2560333,1004.391347,-299998.2159
295.7589904,1071.474389,-299997.9408
346.1313531,1133.656796,-299997.6583
398.9947998,1190.662801,-299997.3719
453.9517233,1242.248495,-299997.0846
510.5878299,1288.203323,-299996.7997
568.474848,1328.351347,-299996.5205
627.1733294,1362.552303,-299996.2502
686.2355239,1390.702418,-299995.9917
745.2083103,1412.735,-299995.748
803.6361631,1428.620786,-299995.522
861.0641378,1438.36806,-299995.3161
917.0408536,1442.022512,-299995.1326
971.1214557,1439.666882,-299994.9738
1022.870537,1431.420342,-299994.8412
1071.865002,1417.437668,-299994.7366
1117.69685,1397.908166,-299994.661
1159.975871,1373.054389,-299994.6152
1198.332215,1343.130635,-299994.6
1232.418849,1308.421246,-299994.6152
1261.913853,1269.238717,-299994.661
1286.522566,1225.921618,-299994.7366
1305.979556,1178.832359,-299994.8412
1320.050401,1128.354799,-299994.9738
1328.533273,1074.891714,-299995.1326
1331.260314,1018.86216,-299995.3161
1328.098797,960.6987137,-299995.522
1318.952056,900.8446467,-299995.748
1303.760192,839.7510184,-299995.9917
1282.500536,777.8737299,-299996.2502
1255.187884,715.6705453,-299996.5205
1221.874483,653.5981037,-299996.7997
1182.649776,592.108941,-299997.0846
1137.639919,531.6485402,-299997.3719
1087.00705,472.6524291,-299997.6583
1030.948338,415.5433449,-299997.9408
969.6947965,360.7284831,-299998.2159
903.5098925,308.5968486,-299998.4807
832.6879351,259.5167271,-299998.7321
757.5522737,213.8332912,-299998.9673
678.4533076,171.8663583,-299999.1836
595.7663219,133.9083141,-299999.3786
509.8891632,100.2222149,-299999.5499
421.2397717,71.0400815,-299999.6959
330.2535829,46.56139467,-299999.8146
237.3808181,26.9518033,-299999.9049
143.0836786,12.34205228,-299999.9656
47.83346417,2.827137793,-299999.9962
-47.892368,-1.534304962,-299999.9962
-143.6131833,-0.720377397,-299999.9656
-238.8481706,5.253945724,-299999.9049
-333.1193444,16.33691939,-299999.8146
-425.954529,32.44037062,-299999.6959
-516.8903054,53.44027765,-299999.5499
-605.4749023,79.17758238,-299999.3786
-691.2710124,109.4592308,-299999.1836
-773.8585162,144.0594345,-299998.9673
-852.8370957,182.7211457,-299998.7321
-927.8287207,225.1577356,-299998.4807
-998.4799932,271.0548653,-299998.2159
-1064.464333,320.0725383,-299997.9408
-1125.483992,371.8473192,-299997.6583
-1181.271884,425.9947072,-299997.3719
-1231.593217,482.1116458,-299997.0846
-1276.246918,539.7791559,-299996.7997
-1315.066846,598.5650721,-299996.5205
-1347.922775,658.0268669,-299996.2502
-1374.721151,717.7145442,-299995.9917
-1395.405614,777.1735818,-299995.748
-1409.95728,835.9479064,-299995.522
-1418.394783,893.5828798,-299995.3161
-1420.77408,949.6282782,-299995.1326
-1417.188012,1003.641245,-299994.9738
-1407.765635,1055.1892,-299994.8412
-1392.671314,1103.852679,-299994.7366
-1372.103593,1149.228098,-299994.661
-1346.29385,1190.930412,-299994.6152
-1315.504736,1228.595658,-299994.6
-1280.02842,1261.883362,-299994.6152
-1240.184643,1290.478804,-299994.661
-1196.318595,1314.095105,-299994.7366
-1148.798635,1332.475151,-299994.8412
-1098.013856,1345.393319,-299994.9738
-1044.371528,1352.657002,-299995.1326
-988.294415,1354.107925,-299995.3161
-930.2180064,1349.623242,-299995.522
-870.5876576,1339.116401,-299995.748
-809.855675,1322.537786,-299995.9917
-748.4783576,1299.875114,-299996.2502
-686.913014,1271.153596,-299996.5205
-625.6149759,1236.43586,-299996.7997
-565.0346257,1195.821627,-299997.0846
-505.6144594,1149.44716,-299997.3719
-447.7862011,1097.484471,-299997.6583
-391.9679903,1040.140299,-299997.9408
-338.5616583,977.6548677,-299998.2159
-287.950112,910.3004305,-299998.4807
-240.4948422,838.3796036,-299998.7321
-196.5335714,762.2235099,-299998.9673
-156.3780582,682.189738,-299999.1836
-120.3120697,598.6601312,-299999.3786
-88.58953791,512.0384213,-299999.5499
-61.43290967,422.7477215,-299999.6959
-39.03170226,331.2278955,-299999.8146
-21.54127315,237.9328184,-299999.9049
-9.081812185,143.3275481,-299999.9656
-1.73756263,47.88542449,-299999.9962
0.443723952,-47.91488405,-299999.9962
-2.548904569,-143.592369,-299999.9656
-10.68953251,-238.6666848,-299999.9049
-23.9155478,-332.6611476,-299999.8146
-42.12805205,-425.1057111,-299999.6959
-65.19250676,-515.5398997,-299999.5499
-92.93961127,-603.5156796,-299999.3786
-125.166407,-688.6002515,-299999.1836
-161.637601,-770.3787443,-299998.9673
-202.0870995,-848.4567951,-299998.7321
-246.2197426,-922.4629961,-299998.4807
-293.7132286,-992.0511964,-299998.2159
-344.2202148,-1056.90264,-299997.9408
-397.3705827,-1116.727928,-299997.6583
-452.7738511,-1171.268797,-299997.3719
-510.0217235,-1220.29969,-299997.0846
-568.6907521,-1263.629123,-299996.7997
-628.3451016,-1301.100837,-299996.5205
-688.539395,-1332.594712,-299996.2502
-748.821623,-1358.027462,-299995.9917
-808.7360985,-1377.353087,-299995.748
-867.8264362,-1390.563091,-299995.522
-925.63854,-1397.686452,-299995.3161
-981.7235766,-1398.78936,-299995.1326
-1035.640918,-1393.974713,-299994.9738
-1086.961032,-1383.381381,-299994.8412
-1135.268307,-1367.183234,-299994.7366
-1180.163782,-1345.587953,-299994.661
-1221.267777,-1318.83562,-299994.6152
-1258.222405,-1287.197102,-299994.6
-1290.693929,-1250.972245,-299994.6152
-1318.374989,-1210.487868,-299994.661
-1340.98664,-1166.095604,-299994.7366
-1358.280217,-1118.169568,-299994.8412
-1370.039014,-1067.10389,-299994.9738
-1376.079744,-1013.310116,-299995.1326
-1376.253797,-957.2145063,-299995.3161
-1370.44827,-899.255232,-299995.522
-1358.586775,-839.8795035,-299995.748
-1340.630001,-779.5406398,-299995.9917
-1316.576058,-718.6951011,-299996.2502
-1286.460558,-657.7995036,-299996.5205
-1250.356478,-597.3076354,-299996.7997
-1208.373766,-537.6674924,-299997.0846
-1160.658723,-479.3183539,-299997.3719
-1107.393142,-422.6879168,-299997.6583
-1048.793227,-368.1895061,-299997.9408
-985.1082885,-316.2193807,-299998.2159
-916.6192233,-267.154151,-299998.4807
-843.6367984,-221.3483255,-299998.7321
-766.4997388,-179.132002,-299998.9673
-685.572637,-140.8087183,-299999.1836
-601.2436968,-106.653476,-299999.3786
-513.9223255,-76.91095112,-299999.5499
-424.0365906,-51.79390144,-299999.6959
-332.0305557,-31.48178243,-299999.8146
-238.3615147,-16.11957966,-299999.9049
-143.4971408,-5.816865614,-299999.9656
-47.91256914,-0.647087009,-299999.9962
47.91256915,-0.647087009,-299999.9962
143.4971408,-5.816865616,-299999.9656
238.3615147,-16.11957966,-299999.9049
332.0305557,-31.48178244,-299999.8146
424.0365906,-51.79390145,-299999.6959
513.9223255,-76.91095113,-299999.5499
601.2436968,-106.653476,-299999.3786
685.572637,-140.8087183,-299999.1836
766.4997388,-179.1320021,-299998.9673
843.6367984,-221.3483255,-299998.7321
916.6192233,-267.154151,-299998.4807
985.1082886,-316.2193807,-299998.2159
1048.793227,-368.1895061,-299997.9408
1107.393142,-422.6879168,-299997.6583
1160.658723,-479.3183539,-299997.3719
1208.373766,-537.6674924,-299997.0846
1250.356478,-597.3076354,-299996.7997
1286.460558,-657.7995036,-299996.5205
1316.576058,-718.6951011,-299996.2502
1340.630001,-779.5406398,-299995.9917
1358.586775,-839.8795035,-299995.748
1370.44827,-899.255232,-299995.522
1376.253797,-957.2145063,-299995.3161
1376.079744,-1013.310116,-299995.1326
1370.039014,-1067.10389,-299994.9738
1358.280217,-1118.169568,-299994.8412
1340.98664,-1166.095604,-299994.7366
1318.374989,-1210.487868,-299994.661
1290.693929,-1250.972245,-299994.6152
1258.222405,-1287.197102,-299994.6
1221.267777,-1318.83562,-299994.6152
1180.163782,-1345.587953,-299994.661
1135.268307,-1367.183234,-299994.7366
1086.961032,-1383.381381,-299994.8412
1035.640918,-1393.974713,-299994.9738
981.7235766,-1398.78936,-299995.1326
925.63854,-1397.686452,-299995.3161
867.8264362,-1390.563091,-299995.522
808.7360985,-1377.353087,-299995.748
748.821623,-1358.027462,-299995.9917
688.539395,-1332.594712,-299996.2502
628.3451016,-1301.100837,-299996.5205
568.6907521,-1263.629123,-299996.7997
510.0217235,-1220.29969,-299997.0846
452.7738511,-1171.268797,-299997.3719
397.3705827,-1116.727928,-299997.6583
344.2202148,-1056.90264,-299997.9408
293.7132286,-992.0511964,-299998.2159
246.2197426,-922.4629961,-299998.4807
202.0870995,-848.456795,-299998.7321
161.637601,-770.3787443,-299998.9673
125.166407,-688.6002515,-299999.1836
92.93961126,-603.5156796,-299999.3786
65.19250675,-515.5398997,-299999.5499
42.12805205,-425.1057111,-299999.6959
23.91554779,-332.6611476,-299999.8146
10.68953251,-238.6666848,-299999.9049
2.548904568,-143.592369,-299999.9656
-0.443723952,-47.91488403,-299999.9962
1.737562631,47.88542451,-299999.9962
9.081812186,143.3275481,-299999.9656
21.54127315,237.9328184,-299999.9049
39.03170226,331.2278955,-299999.8146
61.43290967,422.7477215,-299999.6959
88.58953791,512.0384213,-299999.5499
120.3120697,598.6601312,-299999.3786
156.3780582,682.189738,-299999.1836
196.5335714,762.2235099,-299998.9673
240.4948422,838.3796036,-299998.7321
287.950112,910.3004305,-299998.4807
338.5616583,977.6548677,-299998.2159
391.9679903,1040.140299,-299997.9408
447.7862011,1097.484471,-299997.6583
505.6144594,1149.44716,-299997.3719
565.0346257,1195.821627,-299997.0846
625.6149759,1236.43586,-299996.7997
686.913014,1271.153596,-299996.5205
748.4783576,1299.875114,-299996.2502
809.855675,1322.537786,-299995.9917
870.5876576,1339.116401,-299995.748
930.2180065,1349.623242,-299995.522
988.294415,1354.107925,-299995.3161
1044.371528,1352.657002,-299995.1326
1098.013856,1345.393319,-299994.9738
1148.798635,1332.475151,-299994.8412
1196.318595,1314.095105,-299994.7366
1240.184643,1290.478804,-299994.661
