1.686949059006718414e+02,-1.031785011411567865e+01
9.334522353142266127e+01,-3.121377619370280598e+01
1.256130447251545945e+01,-5.029291907560024555e+01
-6.788597332617220559e+01,-6.634739320487911129e+01
-1.421284021360581562e+02,-7.844111701136117176e+01
-2.046551592043705341e+02,-8.595683437705459085e+01
-2.507477766784995765e+02,-8.861919932236007469e+01
-2.768592620092367724e+02,-8.649355754938370922e+01
-2.809054082698821730e+02,-7.996181741076357241e+01
-2.624432726470877810e+02,-6.967836701841945057e+01
-2.227209641672568523e+02,-5.651025394520397782e+01
-1.645934951082905116e+02,-4.146671904922661156e+01
-9.231060574754930315e+01,-2.562362139823322593e+01
-1.119320472973988423e+01,-1.004829817619310006e+01
7.277555702182506536e+01,4.270001318676454716e+00
1.534113634376101061e+02,1.647972687558446481e+01
2.248043602826360825e+02,2.591333262612417698e+01
2.817705458859072678e+02,3.211812706508796822e+01
3.202422638876536212e+02,3.487078660732174740e+01
3.375663872067432862e+02,3.417588243448702201e+01
3.326867015540286729e+02,3.024987109955330666e+01
3.061968901075103417e+02,2.349289501134176561e+01
2.602615207908146999e+02,1.445137740535425941e+01
1.984135797341782848e+02,3.774751048355405647e+00
1.252474044985090273e+02,-7.830269876460326905e+00
4.603445100836134429e+01,-1.964465675738039607e+01
-3.370456159231940774e+01,-3.097846480269945602e+01
-1.086344607918226188e+02,-4.120642749453239162e+01
-1.740108302131743017e+02,-4.979618240581111621e+01
-2.260223691043159704e+02,-5.632826535548243641e+01
-2.620433230457624632e+02,-6.050768253130596719e+01
-2.807773611453923763e+02,-6.216746240141244328e+01
-2.822842292844232475e+02,-6.126506354312065383e+01
-2.678910518059679475e+02,-5.787284903100254496e+01
-2.400003285939778834e+02,-5.216402662189921102e+01
-2.018155660518933701e+02,-4.439550511082126150e+01
-1.570122997609834670e+02,-3.488905120018048933e+01
-1.093864209514418064e+02,-2.401197602456875657e+01
-6.251286541163491961e+01,-1.215836901167461370e+01
-1.944579900198896993e+01,2.683396402767866951e-01
1.751334108619341023e+01,1.287093880257212675e+01
4.696073356276270516e+01,2.527177628667535103e+01
6.843758757842049079e+01,3.712370419505234764e+01
8.237932191981627739e+01,4.811857900910145958e+01
8.997529230629803010e+01,5.799334903365276261e+01
9.295640261736581067e+01,6.653381397983312695e+01
9.333469334863451650e+01,7.357617553458929649e+01
9.312333641571953535e+01,7.900652813042412959e+01
9.406698403055774804e+01,8.275847727611862581e+01
9.741099485080657416e+01,8.480912709549136252e+01
1.037338451938282304e+02,8.517375046799114102e+01
1.128604441586436877e+02,8.389953993577204017e+01
